,case_enquiry_id,open_dt,sla_target_dt,closed_dt,on_time,case_status,closure_reason,case_title,subject,reason,type,queue,department,submitted_photo,closed_photo,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,geom_4326,source,bc_distance,bu_distance,nu_distance,hu_distance,mit_distance
10,101005327125,2024-02-24 11:30:00,,,ONTIME,Open, ,Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,16-18 Caltha Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2208,16-18 Caltha Rd,2135.0,42.34130966503346,-71.16674072831593,0101000020E6100000CDC14DE1ABCA51C05090FC08B02B4540,Constituent Call,0.41134665909933366,3.196192376981718,3.9614724755331667,3.371884910654253,3.9250827298350233
11,101005754268,2024-10-31 20:12:00,,,ONTIME,Open, ,Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,47 Orkney Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,47 Orkney Rd,2135.0,42.33698964352807,-71.15010070070282,0101000020E61000000528F83F9BC951C09A05057A222B4540,Constituent Call,0.9453586466200398,2.466289952608207,3.1164348170830083,3.0552264883344717,3.2708121993239363
12,101005755660,2024-11-01 20:01:44,,2024-11-01 20:05:07,ONTIME,Closed,Case Closed. Closed date : 2024-11-02 00:05:07.237 Duplicate of Existing Case Duplicate.  ,Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,1945 Commonwealth Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2116,1945 Commonwealth Ave,2135.0,42.33943965065583,-71.15614070930711,0101000020E610000017039A35FEC951C027442BC2722B4540,Constituent Call,0.6874256201190492,2.7015487757262924,3.4188846776323736,3.0963754569297226,3.470138906105846
13,101005517892,2024-06-15 06:26:58,2024-08-21 04:30:00,2024-06-15 06:36:55,ONTIME,Closed,Case Closed. Closed date : Sat Jun 15 10:36:55 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with a pressure washer  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1718462209/boston/production/vq6nkbqlwzcpf1eerymw.jpg#spot=311581c5-59b2-438c-86ec-95386e4ab672,INTERSECTION of Rogers Park Ave & Foster St  Brighton  MA  ,11,04,8,D14,Allston / Brighton,15,22,2209,INTERSECTION Rogers Park Ave & Foster St,,42.34661474360601,-71.158214410767,0101000020E61000000300562F20CA51C0B40C36DF5D2C4540,City Worker App,0.9304302590581001,2.7102801190346835,3.555814182951258,2.8034278725676702,3.3988363781519206
14,101005650857,2024-08-31 20:13:00,,,ONTIME,Open, ,Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,15 Radnor Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2209,15 Radnor Rd,2135.0,42.34044965429869,-71.15853071196274,0101000020E6100000A9D2FF5D25CA51C0DD92B1DA932B4540,Constituent Call,0.6133571267093191,2.800692152402544,3.54111222841072,3.1213578069200416,3.554467420567551
15,101005379315,2024-03-28 14:39:49,2024-06-04 04:30:00,2024-06-15 09:16:55,OVERDUE,Closed,Case Closed. Closed date : Sat Jun 15 13:16:55 EDT 2024 Resolved City of Boston property management department removed graffiti from this location with chemicals and power washer  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1718471811/boston/production/o6sfcoiuqdaghnx9hniy.jpg#spot=18508a0b-71c8-4991-b935-4d189fe09816,160 Strathmore Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2116,160 Strathmore Rd,2135.0,42.33957964774264,-71.15384070302278,0101000020E6100000B211AD86D8C951C08EB88C58772B4540,Citizens Connect App,0.8000085913439242,2.5862622293675384,3.301359598457364,3.0165722906877623,3.359339697862776
16,101005459140,2024-05-11 06:39:14,2024-07-18 04:30:00,2024-06-15 06:26:30,ONTIME,Closed,Case Closed. Closed date : Sat Jun 15 10:26:30 EDT 2024 Resolved There is no graffiti at this location  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1718461585/boston/production/d0hwudrfnc9ljqrg4hxg.jpg#spot=ba95a487-d4ad-49c3-8282-15d7bdd6eda7,INTERSECTION of Rogers Park Ave & Foster St  Brighton  MA  ,11,04,8,D14,Allston / Brighton,15,22,2209,INTERSECTION Rogers Park Ave & Foster St,,42.34661474360601,-71.158214410767,0101000020E61000000300562F20CA51C0B40C36DF5D2C4540,Citizens Connect App,0.9304302590581001,2.7102801190346835,3.555814182951258,2.8034278725676702,3.3988363781519206
17,101005459699,2024-05-11 21:49:00,,,ONTIME,Open, ,Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,21 Gerald Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2208,21 Gerald Rd,2135.0,42.34086965572834,-71.16000071463495,0101000020E6100000662CA3733DCA51C0A8C6EB9DA12B4540,Constituent Call,0.5710336903611056,2.866593491631996,3.6166462017163314,3.1499644192971505,3.6131696381417395
18,101005517910,2024-06-15 06:41:21,2024-08-21 04:30:00,2024-06-15 06:47:40,ONTIME,Closed,Case Closed. Closed date : Sat Jun 15 10:47:40 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with a pressure washer  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1718462854/boston/production/szi1pc75yrlnppfoqc46.jpg#spot=dc048109-3579-4fd5-92ce-b567dfeb2620,535-537B Washington St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2207,535-537B Washington St,2135.0,42.34927965832672,-71.16329070279747,0101000020E61000006210D95A73CA51C0EED52232B52C4540,City Worker App,0.9885630913409202,2.957311699216126,3.839936084702029,2.8830552960002187,3.6061026929721054
19,101005721904,2024-10-04 20:22:00,,,ONTIME,Open, ,Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,32 Gerald Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2208,32 Gerald Rd,2135.0,42.34136965547357,-71.16014071398432,0101000020E61000008754D6BE3FCA51C08A0D3900B22B4540,Constituent Call,0.5888546020416126,2.8657345605494227,3.624649427615805,3.1295241418074204,3.6072681669610653
20,101005343948,2024-03-08 14:38:30,2024-05-14 04:30:00,2024-04-01 06:14:01,ONTIME,Closed,Case Closed. Closed date : Mon Apr 01 10:14:01 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with a safe wipe  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1711980838/boston/production/tadtefyxtvtpxcxjhb1c.jpg#spot=6c199064-bf71-4ac3-8d98-80c736ae8965,324 Newbury St  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,0509,324 Newbury St,2115.0,42.348399557116544,-71.08603053115787,0101000020E6100000F571338681C551C0D3E04F5B982C4540,Citizens Connect App,4.304995922661307,0.9996729694763151,0.6158301048207754,2.4340853333670656,0.909704406570925
21,101005339034,2024-03-05 06:28:49,2024-05-08 07:28:49,,OVERDUE,Open, ,Graffiti: Ward 5  0510  ,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,,523 Newbury St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0510,523 Newbury St,2215.0,42.34819956670989,-71.09350054828259,0101000020E61000000942B9E9FBC551C00CC0ABCD912C4540,Self Service,3.929457637648728,0.6280792493506367,0.6205257147631943,2.2062018853828547,0.8230249111743325
22,101005346086,2024-03-11 06:01:55,2024-05-14 06:01:57,2024-06-10 10:59:45,OVERDUE,Closed,Case Closed. Closed date : Mon Jun 10 14:59:45 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with a paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1718045981/boston/production/hd5gzojb32v5j19ehsnh.jpg#spot=7deff04a-5545-498a-bcc1-ef883a042c18,91 Westland Ave  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,91 Westland Ave,2115.0,42.34414956240249,-71.08957054901616,0101000020E610000063AD1C86BBC551C0C8B9C5170D2C4540,Citizens Connect App,4.075130345250148,0.9197516240591587,0.3011242956325226,2.550531653898693,1.1271477223277029
23,101005324038,2024-02-21 19:18:00,,,ONTIME,Open, ,Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,105 Peterborough St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 21,2101,105 Peterborough St,2215.0,42.343194576036666,-71.09983257397252,0101000020E610000066122AA863C651C0FC1EC4CCED2B4540,Constituent Call,3.547065354371918,0.5793225810719366,0.5914994805301205,2.3512195856600675,1.2029531167377852
24,101005343403,2024-03-08 07:52:35,2024-05-13 08:52:37,2024-04-02 05:59:02,ONTIME,Closed,Case Closed. Closed date : Tue Apr 02 09:59:02 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with paint.  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1712066334/boston/production/bv7sswvcxk0g9vsbhe6j.jpg#spot=2cf542f1-d0f1-4836-8038-92960abf814f,497 Beacon St  Boston  MA  02215,4,10A,8,D4,Boston,14,05,0509,497 Beacon St,2215.0,42.35060919480528,-71.08978319789793,0101000020E6100000ECAC0602BFC551C0CBAE18C3E02C4540,Citizens Connect App,4.153343876569805,0.7974778722799518,0.7474451119472199,2.1924499245593134,0.6934535682331765
25,101005343407,2024-03-08 07:53:32,2024-05-13 08:53:35,2024-04-02 06:01:51,ONTIME,Closed,Case Closed. Closed date : Tue Apr 02 10:01:51 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with paint and safety wipe  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1712066505/boston/production/v7ngxcdkzojuszqpworl.jpg#spot=a8a36d73-0ac8-429a-9ea8-817a18ce4abb,INTERSECTION of Massachusetts Ave & Beacon St  Boston  MA  ,4,1C,7,D4,Back Bay,14,5,0509,INTERSECTION Massachusetts Ave & Beacon St,,42.35084157446808,-71.08948996305301,0101000020E610000082281C34BAC551C072357060E82C4540,Citizens Connect App,4.171883515019635,0.8127568890769596,0.7630512797465986,2.19042520899516,0.6834141318284528
26,101005343764,2024-03-08 11:29:53,2024-05-13 12:29:55,2024-04-02 08:50:56,ONTIME,Closed,Case Closed. Closed date : Tue Apr 02 12:50:56 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with 5 ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1712076649/boston/production/tcb4qrcdcsenxdaszpwj.jpg#spot=0ee1202b-31a1-473a-afc1-c372e19a9be3,490 Beacon St  Boston  MA  02115,4,1C,8,D4,Boston,14,05,0509,490 Beacon St,2115.0,42.35127264390932,-71.0891637798497,0101000020E61000004D9CFFDBB4C551C0F5C88280F62C4540,Citizens Connect App,4.1956210172910735,0.8307842110616923,0.7926940995968096,2.179671141108549,0.6619087560649535
27,101005346085,2024-03-11 06:00:16,2024-05-14 06:00:19,2024-06-10 11:00:10,OVERDUE,Closed,Case Closed. Closed date : Mon Jun 10 15:00:10 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1718046004/boston/production/s9m5llnuuitgdyfw7lkc.jpg#spot=7eadcb7d-15a7-45b4-8855-812ee031556a,91 Westland Ave  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,91 Westland Ave,2115.0,42.34414956240249,-71.08957054901616,0101000020E610000063AD1C86BBC551C0C8B9C5170D2C4540,Citizens Connect App,4.075130345250148,0.9197516240591587,0.3011242956325226,2.550531653898693,1.1271477223277029
28,101005400964,2024-04-07 03:58:25,2024-06-12 04:30:00,2024-04-07 04:22:01,ONTIME,Closed,Case Closed. Closed date : Sun Apr 07 08:22:01 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with a pressure washer and paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1712492512/boston/production/vqilp6gkq97mk1fjovr5.jpg#spot=f5a00031-97b1-46b9-baa8-ab06aeac3649 | https://spot-boston-res.cloudinary.com/image/upload/v1712492513/boston/production/ywpdlgglr1nfz9ogor3r.jpg#spot=3467ec9b-b24a-49da-9d16-8dc2d04048d7 | https://spot-boston-res.cloudinary.com/image/upload/v1712492515/boston/production/vce9zmiikskgyhw4pdi0.jpg#spot=3897b119-eb5f-49ce-8d55-061c51c669eb,30 Ipswich St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0510,30 Ipswich St,2215.0,42.347359562759976,-71.09045054391025,0101000020E6100000FFFF13F1C9C551C0E4003547762C4540,City Worker App,4.069379854020779,0.7936244007269149,0.5262109383605849,2.3447444563414996,0.900867055530169
29,101005400981,2024-04-07 04:28:00,2024-06-12 04:30:00,2024-04-07 04:52:01,ONTIME,Closed,Case Closed. Closed date : Sun Apr 07 08:52:01 EDT 2024 Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1712494315/boston/production/hw2v8llxhcgrwknxveg6.jpg#spot=a324b2a3-6ade-4958-a3be-aa6855136a10 | https://spot-boston-res.cloudinary.com/image/upload/v1712494316/boston/production/jl7ckwlnmg4ompwxlee0.jpg#spot=7470f77a-6d85-4cef-b013-a5234d1f9ae7,INTERSECTION of Ipswich St & Charlesgate  Boston  MA  ,4,10A,7,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,5,0510,INTERSECTION Ipswich St & Charlesgate,,42.34751187156971,-71.09225917423186,0101000020E61000003C050693E7C551C08CAEDD447B2C4540,City Worker App,3.98112363370678,0.7020717607471222,0.5552753920490361,2.2815554455147633,0.8753927318798999
30,101005401016,2024-04-07 05:04:14,2024-06-12 04:30:00,2024-04-07 05:13:16,ONTIME,Closed,Case Closed. Closed date : Sun Apr 07 09:13:16 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1712495591/boston/production/kykoci2wnnoxcghvutpu.jpg#spot=d1c98192-acdf-42cb-a2f9-750b5344410e | https://spot-boston-res.cloudinary.com/image/upload/v1712495592/boston/production/rsp6ck5fjt19at1z3qk1.jpg#spot=c40b8276-e813-43dd-b75d-9afb50e9ac7d,INTERSECTION of Yawkey Way & Van Ness St  Boston  MA  ,4,10A,7,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,5,0502A,INTERSECTION Yawkey Way & Van Ness St,,42.34539528152625,-71.09823917982719,0101000020E6100000CB22FC8C49C651C08A2C9FE9352C4540,City Worker App,3.6528662226677167,0.5080502979173599,0.6021292591478035,2.2482926571912287,1.0367314220550605
31,101005405166,2024-04-10 01:31:07,2024-06-14 04:30:00,2024-10-19 07:21:55,OVERDUE,Closed,Case Closed. Closed date : Sat Oct 19 11:21:55 EDT 2024 Resolved Done by other ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1729351309/boston/production/dnniuzyr50trsow1bujt.jpg#spot=82687421-549e-41ce-8630-9da1031d2ef3 | https://spot-boston-res.cloudinary.com/image/upload/v1729351310/boston/production/vw1zkitinsq5ti6ddwir.jpg#spot=c07bc7fb-0807-4c08-aa45-65190dd39a99 | https://spot-boston-res.cloudinary.com/image/upload/v1729351311/boston/production/occtbhshzwsepsrpyxp0.jpg#spot=24ae40cf-4344-4227-982a-3040bed8ffa5,100 Park Dr  Boston  MA  02215,4,10A,8,D4,Boston,14,05,0502,100 Park Dr,2215.0,42.3403767802596,-71.09864355211613,0101000020E610000034930B2D50C651C031C46177912B4540,Citizens Connect App,3.583678332924744,0.7799261381120786,0.48394092979448533,2.5540727647627732,1.3815188002040337
32,101005401045,2024-04-07 05:29:25,2024-06-12 04:30:00,2024-04-07 05:50:40,ONTIME,Closed,Case Closed. Closed date : Sun Apr 07 09:50:40 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1712497833/boston/production/m0mmucztbs9uuh8tuykd.jpg#spot=42445452-8a51-4a33-adf5-3c14931c105a,INTERSECTION of Ralphs Way & Brookline Ave  Boston  MA  ,4,10A,7,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,5,0502A,INTERSECTION Ralphs Way & Brookline Ave,,42.34599073589358,-71.0998084391913,0101000020E6100000418CEF4263C651C0E2B0A76C492C4540,City Worker App,3.5822514368526863,0.42261193157703325,0.6902712448474189,2.175941042465989,1.0160584434297353
33,101005401050,2024-04-07 05:31:20,2024-06-12 04:30:00,2024-04-07 05:48:00,ONTIME,Closed,Case Closed. Closed date : Sun Apr 07 09:48:00 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1712497674/boston/production/yz0b8llvsouyx1wsvsh8.jpg#spot=5eb69969-90a3-4020-abea-aceb1d567a3c,95 Brookline Ave  Boston  MA  02215,4,10A,8,D4,Boston,14,21,2101,95 Brookline Ave,2215.0,42.34630957539898,-71.09986056676402,0101000020E6100000561A931D64C651C0AD5046DF532C4540,City Worker App,3.584161445326896,0.40477806678993006,0.7061841753112628,2.154930099273333,0.9957101589131377
34,101005401253,2024-04-07 08:34:58,2024-06-12 04:30:00,2024-04-07 08:55:31,ONTIME,Closed,Case Closed. Closed date : Sun Apr 07 12:55:31 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1712508923/boston/production/uy8yzaupjhwwfdezn0eu.jpg#spot=9ffcfac0-5e2b-4ced-b27b-7e22a77a48a1 | https://spot-boston-res.cloudinary.com/image/upload/v1712508924/boston/production/eper69tt9qfirgsgrtz3.jpg#spot=1fbe5f47-8a3d-41e5-b217-e221bc3876ed,INTERSECTION of Brookline Ave & Massachusetts Tpke E  Boston  MA  ,4,10A,7,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,21,0510,INTERSECTION Brookline Ave & Massachusetts Tpke E,,42.34774436161898,-71.09796456827927,0101000020E6100000473B2E0D45C651C0CE4222E3822C4540,City Worker App,3.7002809123257667,0.42474940514402226,0.7082662692591636,2.111717434872782,0.8750743400274769
35,101005409552,2024-04-12 20:24:00,,,ONTIME,Open, ,Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,60 Fenway  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,60 Fenway,2115.0,42.34329956401371,-71.09072055326658,0101000020E6100000B856945DCEC551C0C115783DF12B4540,Constituent Call,4.008751625515347,0.8996922874914541,0.2539629844690266,2.566319097369263,1.1743287066291168
